user_id,channel,feedback_date,feedback_text,user_role,firm_size,months_subscribed,monthly_queries,avg_session_duration_min,case_types_handled,row_hash,theme,severity,sentiment,cluster_id,is_representative
U12034,bug_report,2024-08-17,Document upload feature crashes when trying to upload medical records larger than 50MB. Error code: CC-DOC-500. This happens consistently on Chrome browser.,paralegal,medium,14,189,8.7,"medical_malpractice,product_liability",b0470b66f7b2a0e08a3ed67e50fd1356e19b729f374f9ac2ccd871dc705eb36c,scale_performance,high,negative,b0470b66f7b2a0e08a3ed67e50fd1356e19b729f374f9ac2ccd871dc705eb36c,True
U14078,slack,2024-08-17,"case similarity search is hit or miss. sometimes finds perfect matches, other times suggests totally unrelated cases. algorithm needs refinement for injury type matching",attorney,medium,7,234,12.1,"personal_injury,auto_accident",398a9ca4fdbaa309b909a5ee85925d5ce1d537b5734822e91dbbae4e86f3935d,strategic_intelligence,medium,mixed,398a9ca4fdbaa309b909a5ee85925d5ce1d537b5734822e91dbbae4e86f3935d,True
U13220,phone_call,2024-08-18,Jury consultant AI recommendations are spot-on. Suggested voir dire questions I never would have thought of that revealed key biases. Won a tough liability case because of it.,attorney,medium,22,478,23.7,"product_liability,medical_malpractice",ffa5b9430fbcaf1608a3eb1750f8b42f2bb7b9d463981ab38a753ef39f136122,trial_prep,praise,positive,ffa5b9430fbcaf1608a3eb1750f8b42f2bb7b9d463981ab38a753ef39f136122,True
U12089,feedback_form,2024-08-19,"Called support because the AI keeps giving inaccurate damage calculations for slip and fall cases. Sometimes it says $50K, other times $120K for similar injuries. Very frustrating when preparing client presentations.",case_manager,large,22,567,18.4,"workers_comp,auto_accident,premises_liability",3c39457051824c90c6e5dd90603eeb6fdb442b3af0007a86df23d8234098bfbc,calculation_accuracy,high,negative,3c39457051824c90c6e5dd90603eeb6fdb442b3af0007a86df23d8234098bfbc,True
U14111,phone_call,2024-08-19,Statute of limitations monitoring for mass tort cases is essential. Tracks thousands of individual claim deadlines automatically. Prevents costly missed filings in MDL proceedings.,case_manager,large,32,723,26.8,"mass_tort,class_action,product_liability",9119162f6cf3a716dfe213aaced982e0c8f5e9836662f0de6c58ecdce1038c01,jurisdiction_coverage,praise,positive,9119162f6cf3a716dfe213aaced982e0c8f5e9836662f0de6c58ecdce1038c01,True
U15068,slack,2024-08-19,settlement authority matrix helps determine negotiation ranges but doesn't factor in client financial desperation. some clients will take anything to pay medical bills,paralegal,small,3,98,6.7,"personal_injury,medical_collections",3a0778326022361774a2f3ea3ae5d25112b2d17f337ec7df0441a991d8b9db95,calculation_accuracy,high,mixed,3a0778326022361774a2f3ea3ae5d25112b2d17f337ec7df0441a991d8b9db95,True
U12156,slack,2024-08-20,hey team - anyone else notice that Case Companion is way slower this week? takes forever to load case summaries. might be a server issue?,attorney,medium,8,334,15.2,"personal_injury,wrongful_death",1ff0c99b3879831bb7f8253a11ec0ef368a0cfca8cda2c7652df9113e8d917a4,scale_performance,medium,negative,1ff0c99b3879831bb7f8253a11ec0ef368a0cfca8cda2c7652df9113e8d917a4,True
U14144,feedback_form,2024-08-21,Document privilege review AI is highly accurate but occasionally flags attorney-client communications as discoverable. Need more conservative settings for privilege protection.,paralegal,medium,18,445,14.7,"complex_litigation,corporate_defense",6715c55148c136ab2d49969f56d5db41a399aca31bb245230c56ff170c151c46,document_ai_quality,critical,negative,e50b08f4c6dadb107fc58a456e6231e67e3de8b7ab0a454ef1111a82749fb584,False
U15101,phone_call,2024-08-21,Expert witness preparation AI generates excellent examination outlines and identifies potential weak points in expert testimony. Trial prep time reduced by 60%!,attorney,medium,16,445,21.9,"medical_malpractice,product_liability,complex_litigation",51d5c82ecec0a1d5d4875643dff95d3a03cac47787ca3ed11498b72d64adff61,trial_prep,praise,positive,51d5c82ecec0a1d5d4875643dff95d3a03cac47787ca3ed11498b72d64adff61,True
U13253,slack,2024-08-21,Lien resolution tracker saves tons of time on Medicare and insurance liens. Automatically calculates reductions - saves hours of manual paperwork per settlement.,attorney,small,4,234,11.8,"auto_accident,personal_injury",abb12117dddde8a040d51feb062534e68f89316b6e44406cfb741de892dfa616,calculation_accuracy,praise,positive,abb12117dddde8a040d51feb062534e68f89316b6e44406cfb741de892dfa616,True
U12203,phone_call,2024-08-22,The deposition summary feature saves incredible amounts of time. Fed it a 300-page deposition and got a perfect 5-page summary in minutes instead of spending days reviewing.,attorney,small,3,456,22.1,"auto_accident,slip_and_fall",7aa2ad79a31495b4a4d76f0a718d05614a1609e6424e849f1443a1e601862079,trial_prep,praise,positive,7aa2ad79a31495b4a4d76f0a718d05614a1609e6424e849f1443a1e601862079,True
U12234,feedback_form,2024-08-23,Settlement calculation is completely inaccurate for wrongful death cases. It's not factoring in lost future earnings correctly for younger victims. Please review the algorithm.,attorney,large,18,234,13.6,"wrongful_death,medical_malpractice",cf5455bb09b49a23d994652fd841f8fcf4a3030c2bf5a63ca0b2ba761c061067,calculation_accuracy,high,negative,e2ca9e6dae0b47f4b6a87b293842bca5c53441a7b7b2d953d4268ced2fa8846d,False
U15134,feedback_form,2024-08-23,Case archival system needs better search functionality. Can't find closed cases from 2+ years ago without knowing exact case numbers. Very frustrating for reference research.,case_manager,large,31,578,20.3,"long_term_practice,reference_research",6c7d987c1d6063de0267c7b6e8ff09e21cb8780b7fa68a9f8252570a76c36baa,data_freshness,medium,negative,6c7d987c1d6063de0267c7b6e8ff09e21cb8780b7fa68a9f8252570a76c36baa,True
U14177,bug_report,2024-08-23,Settlement tracking dashboard won't update when payments are received in installments. Shows settlement as pending even after partial payments processed.,case_manager,small,11,298,10.3,"personal_injury,auto_accident",d9960da99648ed8569c02163d37a652e19c228db5a9f2c02657940746e25553f,calculation_accuracy,high,negative,d9960da99648ed8569c02163d37a652e19c228db5a9f2c02657940746e25553f,True
U13286,feedback_form,2024-08-24,Damages calculator gives inaccurate projections for future medical expenses. Doesn't account for medical inflation rates properly and produces incorrect underestimates.,case_manager,large,31,734,22.9,multi_case_types,f6d9f6622660dea3f02406ca373671cbdffdbb261c11f4c7dfaea9fae2a0735d,calculation_accuracy,high,negative,e2ca9e6dae0b47f4b6a87b293842bca5c53441a7b7b2d953d4268ced2fa8846d,False
U14210,phone_call,2024-08-25,Trial exhibit organization AI creates logical presentation sequences and identifies key documents for emphasis. Streamlined our trial prep by weeks. Excellent tool!,attorney,medium,16,423,19.9,"medical_malpractice,product_liability",b6fef2c954bbd1e2b6a000b613da14edb1c56731d434a370ae6fd9bdc4d0bdee,trial_prep,praise,positive,3c33dd6e960bfd7f73a28f0cf65305c6de06c62297c63bd4831b27647bc6b0d2,False
U15167,bug_report,2024-08-25,Medical bill review AI flags legitimate charges as potentially fraudulent. Too many false positives requiring manual review defeats the efficiency purpose.,paralegal,medium,14,334,12.2,"personal_injury,medical_billing_review",e84f2e08c021ceaaa113d0795beee5a1b56a5211eb9e7f1d0519731321bf5762,document_ai_quality,medium,negative,8eae1d29842a65e97a5429ad108fba21441cc72fabc6af053b623d4e68c37648,True
U12267,bug_report,2024-08-25,Integration with LexisNexis saves hours every week. Being able to pull case law directly into my research without switching platforms is a massive time saver.,paralegal,small,4,67,6.2,slip_and_fall,d56dfe6169d984366294d253efecfdbcbacc67ec44b20dd2d76db98b9e962666,integrations_sync,praise,positive,d56dfe6169d984366294d253efecfdbcbacc67ec44b20dd2d76db98b9e962666,True
U12298,phone_call,2024-08-26,Integration with LexisNexis is fantastic. Being able to pull case law directly into my research without switching platforms saves hours every week. Great work!,attorney,medium,12,398,19.7,"product_liability,medical_malpractice,auto_accident",2b1f8a97ed5ec31f46853f1eb0a0f5ce0068d4a447177b196ff0466cd47efeb6,integrations_sync,praise,positive,d56dfe6169d984366294d253efecfdbcbacc67ec44b20dd2d76db98b9e962666,False
U13319,phone_call,2024-08-27,Medical illustration generator for injury explanations is incredible. AI creates accurate anatomical diagrams showing injury mechanisms. Juries understand complex injuries much better now.,attorney,medium,15,423,18.6,"medical_malpractice,personal_injury,auto_accident",f2a65811fac740d11fd405e7272e4e0e763240aca3f0a3aaaa5f25e68d25c96e,document_ai_quality,praise,positive,f2a65811fac740d11fd405e7272e4e0e763240aca3f0a3aaaa5f25e68d25c96e,True
U12321,slack,2024-08-27,Client communication templates save so much time and ensure consistent messaging. What used to take 30 minutes per client update now takes 5 minutes.,attorney,small,9,276,16.8,"premises_liability,slip_and_fall",91fece943100afe678566770436e63635248ea360a328312db36428f2b9d18de,client_experience,praise,positive,91fece943100afe678566770436e63635248ea360a328312db36428f2b9d18de,True
U15200,phone_call,2024-08-27,Client communication scheduler sends perfectly timed updates at key case milestones. Clients feel informed and engaged throughout the process. Excellent relationship management!,case_manager,small,8,234,11.7,"personal_injury,client_relations",fbc11d653aeb794dcb28eeaed13f695124108d0796e7113559fc410e20805da5,client_experience,praise,positive,fbc11d653aeb794dcb28eeaed13f695124108d0796e7113559fc410e20805da5,True
U12356,feedback_form,2024-08-28,Would love to see better integration with our case management system (Needles). Currently have to manually export/import data which defeats the efficiency purpose.,case_manager,medium,7,145,9.3,"auto_accident,workers_comp",106d946676423313be6f0d8ceba3ec655727888327dc94057a2bfb581f211d47,integrations_sync,medium,negative,106d946676423313be6f0d8ceba3ec655727888327dc94057a2bfb581f211d47,True
U14243,slack,2024-08-28,anyone know how to adjust the sensitivity on the case merit scoring? it's rating obvious losers as 7/10 and solid cases as 4/10. seems backwards,paralegal,small,4,123,7.8,"slip_and_fall,premises_liability",6830d3a6c450fef820e3685f1ab65f938e97a09f9ed512f6e3825b874e3086f8,scoring_merit,medium,negative,7a255713d5fd127ac6e0b8e9da37f5e47efe943c61476033ba1df11361e00af4,True
U15233,slack,2024-08-29,trial exhibit numbering system keeps resetting when new documents added. losing track of exhibit organization is dangerous for trial presentation,paralegal,large,26,612,18.9,"trial_preparation,complex_litigation",7c91aff0240b526f279125c24174f1cb6bb329b93456ed8713a54be068c8bff0,trial_prep,critical,negative,7c91aff0240b526f279125c24174f1cb6bb329b93456ed8713a54be068c8bff0,True
U13352,bug_report,2024-08-29,Expert witness preparation AI saves massive time on trial prep. Generates examination outlines automatically - our trial prep time reduced by 60% and saves days of work!,paralegal,small,7,145,7.9,"product_liability,auto_accident",ba6fc0b2f79906aea9560d16d021b856cf1148ec2efbab5f94c896f508101705,trial_prep,praise,positive,51d5c82ecec0a1d5d4875643dff95d3a03cac47787ca3ed11498b72d64adff61,False
U12389,phone_call,2024-08-30,"Client intake form AI gives inaccurate case merit assessments. Had three low-value cases flagged as high potential, wasted time on initial research. Need better screening.",attorney,large,24,623,25.4,"product_liability,medical_malpractice,class_action",96e7045c035d9ecab61966ba3a56d9a8f2ced5236fec3aca5dd592fd9cdd2ba1,scoring_merit,medium,negative,30754f3f0d2e8150fc3d1a055e61214ad5473213d333c88ec588a83712c16019,True
U14276,feedback_form,2024-08-30,Automated demand letter generation saves hours but needs industry-specific templates. Insurance companies expect certain formatting and language conventions.,attorney,large,25,578,18.6,"insurance_defense,personal_injury",43ed62dbdd9a2a9209b77f7998d6b049f1c8ee6ba86892bfe765a4e97307cbf7,document_ai_quality,praise,positive,43ed62dbdd9a2a9209b77f7998d6b049f1c8ee6ba86892bfe765a4e97307cbf7,True
U13385,feedback_form,2024-08-31,"Document redaction AI saves hours of manual work. Automatically identifies and masks PII, medical info, and privileged communications. Accuracy rate seems very high.",paralegal,medium,19,367,12.4,"medical_malpractice,personal_injury",28c742b8d0c803e05997d9c4cc2d712316cbc99e738b10b97a84eb1eb10c6bab,document_ai_quality,praise,positive,28c742b8d0c803e05997d9c4cc2d712316cbc99e738b10b97a84eb1eb10c6bab,False
U15266,feedback_form,2024-08-31,Overall Case Companion has transformed our practice efficiency. ROI calculation shows 300% return in first year through time savings and better case outcomes. Highly recommend!,attorney,medium,21,523,24.2,"practice_management,efficiency_optimization",25e36a7889f043bf413f305778eb3d7d6b0edf2a6d1f459e3aa48e05019d4932,calculation_accuracy,praise,positive,25e36a7889f043bf413f305778eb3d7d6b0edf2a6d1f459e3aa48e05019d4932,True
U12412,bug_report,2024-09-01,Medical records analysis feature gives error when processing handwritten notes. OCR seems to struggle with doctor handwriting (understandable!) but should handle more gracefully.,paralegal,medium,5,198,11.4,"medical_malpractice,personal_injury",d23c85087390a2d965091098e9afbc32aa63be6ee0942a5b15cf59496eef745f,document_ai_quality,medium,negative,d23c85087390a2d965091098e9afbc32aa63be6ee0942a5b15cf59496eef745f,True
U14309,phone_call,2024-09-01,"Expert witness matching algorithm is brilliant. Considers case type, budget, geographic location, and past testimony success rates. Found perfect biomechanics expert!",attorney,small,9,345,17.8,"product_liability,auto_accident",4c675b36543ba2c7ab9332f67e437ad125a8ba52ca1b49b945ce7657ac912fd8,trial_prep,praise,positive,4c675b36543ba2c7ab9332f67e437ad125a8ba52ca1b49b945ce7657ac912fd8,True
U13418,slack,2024-09-02,Settlement demand calculator produces inaccurate results when same information entered in different order. The inconsistent outputs show incorrect calculation logic.,attorney,large,26,645,27.3,"class_action,mass_tort",57f8c862e49b0872f1ed708eb31b84db55e97f2c0aa4c2b1d1b79d7263106adb,calculation_accuracy,high,negative,f5254f6c923856b81193936fc7eb4cebbd9aa5c7e0b268cb53e523bcd5206081,True
U12445,feedback_form,2024-09-02,Billing breakdown analysis saves hours of manual calculation work. Nice to see ROI on different case types without spending half a day with spreadsheets.,attorney,small,15,423,17.9,"auto_accident,slip_and_fall,premises_liability",a56698dfc03272812f6705052ac32e0dfce63ef3e529cc0c81362eea8eafb73c,calculation_accuracy,praise,positive,a56698dfc03272812f6705052ac32e0dfce63ef3e529cc0c81362eea8eafb73c,True
U12478,slack,2024-09-03,Expert witness database has inaccurate contact information. Found three experts whose firms they left years ago but system shows incorrect current employment.,paralegal,large,11,234,8.9,"workers_comp,personal_injury",52c4dede8b1ae289908bdf540db8e0f34de17d819b5f9e6f1860988f242dded2,data_freshness,medium,negative,52c4dede8b1ae289908bdf540db8e0f34de17d819b5f9e6f1860988f242dded2,False
U14342,bug_report,2024-09-03,Case summary generator creates reports with incorrect medical terminology. Confuses 'cervical' with 'cerebral' and other similar-sounding terms. Dangerous for client communications.,paralegal,medium,6,189,9.7,"medical_malpractice,personal_injury",8fb0de05c0d0cf077981fe72bd1bcfb5cfa2ffd3b24a8f95dab3bc930b43ff05,document_ai_quality,critical,negative,a5107c1fca9f287fe869093f7c590695f594a41890e430850854405352b62fb9,False
U12501,phone_call,2024-09-04,Client communication templates generated by AI are professional and empathetic. Saves time and ensures consistent messaging. Clients appreciate the clear explanations of legal processes.,attorney,medium,6,312,14.7,"auto_accident,medical_malpractice",6b63ddcd90cd92dec76e4bd17232ed759fe62385daa5bbfdfe8deffb3a6a909c,client_experience,praise,positive,6b63ddcd90cd92dec76e4bd17232ed759fe62385daa5bbfdfe8deffb3a6a909c,True
U13451,phone_call,2024-09-04,Witness statement analysis AI is incredible. It cross-references all statements and flags inconsistencies automatically. Found contradictions that took me weeks to spot manually.,attorney,small,8,298,16.2,"premises_liability,auto_accident",00bb60a75d5668b7e5b12dffe15852871d716e72a1d62c6b6608d7dd94960ed6,document_ai_quality,praise,positive,00bb60a75d5668b7e5b12dffe15852871d716e72a1d62c6b6608d7dd94960ed6,True
U12534,feedback_form,2024-09-05,Voice-to-text feature is highly inaccurate with legal terminology. Keeps transcribing 'negligence' as 'negligents' and 'tort' as 'torte'. Needs legal dictionary training.,case_manager,large,19,445,16.2,multi_case_types,bfa4341681b1d674ed0f4eea7f179dfaf440d2000539978c48cce382e186d621,document_ai_quality,medium,negative,bfa4341681b1d674ed0f4eea7f179dfaf440d2000539978c48cce382e186d621,True
U14375,feedback_form,2024-09-05,Jury instruction database is comprehensive and includes recent appellate decisions on standard instructions. Helps craft more persuasive and legally sound jury charges.,attorney,medium,20,512,22.4,"trial_practice,personal_injury,medical_malpractice",d545fcc220282b334aead7fb04d4ef7fa234684136b8268abe9e8f58e6e77887,trial_prep,praise,positive,d545fcc220282b334aead7fb04d4ef7fa234684136b8268abe9e8f58e6e77887,True
U12567,bug_report,2024-09-06,Expert witness database search returns outdated contact info. Found three experts whose firms they left years ago. Please update database or add verification dates.,attorney,medium,13,267,12.8,"product_liability,medical_malpractice",8b6fb37eb97759b47ff43cf39e27faa753382a9097e2e7bc3bae08642daa6f58,data_freshness,medium,negative,52c4dede8b1ae289908bdf540db8e0f34de17d819b5f9e6f1860988f242dded2,True
U13484,feedback_form,2024-09-06,Need better templates for demand letters in product liability cases. Current templates are too generic and don't address complex manufacturing defect theories adequately.,attorney,medium,11,334,14.5,"product_liability,mass_tort",8b656108ff46694b1f5eda73c23b59a10458fa119cbb35db1848acab055f64c4,document_ai_quality,medium,negative,8b656108ff46694b1f5eda73c23b59a10458fa119cbb35db1848acab055f64c4,True
U14408,slack,2024-09-07,lien resolution tracker is super helpful for Medicare and insurance liens. automatically calculates reductions and tracks paperwork. saves tons of settlement delay,case_manager,large,27,634,21.2,"personal_injury,auto_accident,workers_comp",e1ce8164604dfa822aebd63467e814cc06e880ceb30696ead74bb894b46b873a,calculation_accuracy,praise,positive,abb12117dddde8a040d51feb062534e68f89316b6e44406cfb741de892dfa616,False
U12598,phone_call,2024-09-07,Document redaction AI saves hours of manual work. Automatically identifies and masks sensitive information - what used to take a full day now takes 30 minutes.,attorney,small,2,189,13.4,"auto_accident,premises_liability",55a9aefe6493b3a98fe60996db7835ae9881c8050ebbbd56973b5173f97fba74,document_ai_quality,praise,positive,28c742b8d0c803e05997d9c4cc2d712316cbc99e738b10b97a84eb1eb10c6bab,True
U12623,slack,2024-09-08,Expert witness cost calculator provides wildly inaccurate estimates for specialized fields. Quoted $500/hour for biomechanical engineer when accurate market rate is $800-1200/hour.,attorney,large,28,756,28.9,"class_action,product_liability,medical_malpractice",bbeeb83d30bb339060c057e44d4a50afdaa2aa410ad35eb5ec80b44c58ead1ca,calculation_accuracy,high,negative,bbeeb83d30bb339060c057e44d4a50afdaa2aa410ad35eb5ec80b44c58ead1ca,True
U13517,bug_report,2024-09-08,Statute of limitations tracker provides incorrect deadlines for maritime injury cases. It defaults to wrong timeframes instead of accurate Jones Act provisions.,paralegal,large,16,445,13.1,"auto_accident,premises_liability,workers_comp",af6ba5bee99d2fee8176615d08be1bd35a9a9abf3bef460757fd79f7e8bd516c,jurisdiction_coverage,critical,negative,75860b0a43fc8dfe62bc300a831d4c2f6c1e5d451ce15d99b915feff1724d155,False
U12656,feedback_form,2024-09-09,Training materials are excellent but would benefit from more video tutorials. Written guides are comprehensive but visual learners on our team struggle with text-heavy documentation.,paralegal,medium,3,123,7.6,"personal_injury,auto_accident",b01066cbdbd766916fae37a9c87e702316bc645dfb0cc1652d1083dbdd5f9446,training_enablement,medium,mixed,b01066cbdbd766916fae37a9c87e702316bc645dfb0cc1652d1083dbdd5f9446,True
U14441,phone_call,2024-09-09,Client outcome prediction model helps set realistic expectations during initial consultations. Clients appreciate honest assessments based on data rather than false hope.,attorney,small,12,378,16.5,"personal_injury,slip_and_fall,auto_accident",5dc5b77bc8c9a00ee5f9aa7b463e5ab7b8f924e00fecc797f93686af68339e8c,scoring_merit,praise,positive,5dc5b77bc8c9a00ee5f9aa7b463e5ab7b8f924e00fecc797f93686af68339e8c,True
U15021,phone_call,2024-09-11,Statute of limitations tracker still uses wrong deadlines for maritime injury cases. It ignores Jones Act provisions and defaults to standard personal injury timeframes. This is the third time we have raised it.,attorney,large,19,612,21.4,"maritime_injury,personal_injury",5e36bb3e331411f9686a05d58c66f91bba7443c2b1a6043adc742ce988200d49,jurisdiction_coverage,critical,negative,75860b0a43fc8dfe62bc300a831d4c2f6c1e5d451ce15d99b915feff1724d155,True
U15022,bug_report,2024-09-12,The sanctions risk monitor is excellent. It tracks every statute of limitations deadline across our docket automatically and saved us from a missed filing last month. Essential feature.,paralegal,medium,7,204,11.3,"personal_injury,auto_accident",4c2ef55dd37237d7569f657a786fb01f93cc73505772d91732bb6c00bb62c405,jurisdiction_coverage,praise,positive,4c2ef55dd37237d7569f657a786fb01f93cc73505772d91732bb6c00bb62c405,True
U15023,slack,2024-09-12,the mobile app logs me out every single time i switch between wifi and cellular. cannot review case notes from the courthouse hallway which is exactly when i need them most,attorney,small,4,98,7.1,"auto_accident,slip_and_fall",6c6c61d223935fb523ff38568c3fe8c53e9566dadd4430a877f112cd28fd5c98,unthemed,medium,negative,6c6c61d223935fb523ff38568c3fe8c53e9566dadd4430a877f112cd28fd5c98,True
U15024,feedback_form,2024-09-13,Damages calculator for future medical expenses is inaccurate for wrongful death cases. It is not factoring in lost future earnings correctly for younger victims and underestimates long-term care costs.,attorney,large,27,701,23.6,"wrongful_death,catastrophic_injury",954faa8cf51f5620e08b864093ec8883ae2b99ac4fae572e253512e62ad4da9c,calculation_accuracy,high,negative,e2ca9e6dae0b47f4b6a87b293842bca5c53441a7b7b2d953d4268ced2fa8846d,True
